cntry,country,year,pop,unempl,gdp,gov_debt,date,exports,imports,debt_share_country,debt_share_year
BEL,Belgium,1991,10,6.4,171.1604,NA,1991-01-01,102.0142,99.463,NA,0.5702138121917117
BGR,Bulgaria,1991,8.63,NA,4.42781,NA,1991-01-01,1.57706,1.04864,NA,0.5702138121917117
CZE,Czech Republic,1991,10.31,NA,25.1827,NA,1991-01-01,9.7615,8.3461,NA,0.5702138121917117
DNK,Denmark,1991,5.15,7.9,112.6055,NA,1991-01-01,42.4326,35.4302,NA,0.5702138121917117
DEU,Germany,1991,80.01,5.6,1506.671,NA,1991-01-01,357.531,365.288,NA,0.5702138121917117
EST,Estonia,1991,1.56,NA,NA,NA,1991-01-01,NA,NA,NA,0.5702138121917117
IRL,Ireland,1991,3.53,14.7,40.3278,NA,1991-01-01,22.3928,20.4898,NA,0.5702138121917117
GRC,Greece,1991,10.32,7.1,85.0924,NA,1991-01-01,12.08284,20.75683,NA,0.5702138121917117
ESP,Spain,1991,38.97,15.5,465.557,NA,1991-01-01,73.7264,91.5967,NA,0.5702138121917117
FRA,France,1991,58.46,8.1,1032.017,NA,1991-01-01,218.4614,221.8685,NA,0.5702138121917117
HRV,Croatia,1991,4.69,NA,NA,NA,1991-01-01,NA,NA,NA,0.5702138121917117
ITA,Italy,1991,56.76,8.5,1005.013,947.8,1991-01-01,171.7484,169.7797,0.9430723781682425,0.5702138121917117
CYP,Cyprus,1991,0.6,NA,5.23251,NA,1991-01-01,3.52797,4.04737,NA,0.5702138121917117
LVA,Latvia,1991,2.65,0.5,NA,NA,1991-01-01,NA,NA,NA,0.5702138121917117
LTU,Lithuania,1991,3.7,0.3,NA,NA,1991-01-01,NA,NA,NA,0.5702138121917117
LUX,Luxembourg,1991,0.39,1.6,11.5827,NA,1991-01-01,11.3158,9.9606,NA,0.5702138121917117
HUN,Hungary,1991,10.37,NA,18.2107,NA,1991-01-01,5.2484,5.3934,NA,0.5702138121917117
MLT,Malta,1991,0.36,4.7,2.29976,NA,1991-01-01,2.60717,2.76356,NA,0.5702138121917117
NLD,Netherlands,1991,15.07,5.7,261.5725,NA,1991-01-01,145.1324,131.2196,NA,0.5702138121917117
AUT,Austria,1991,7.75,3.5,140.273,NA,1991-01-01,48.6383,49.8159,NA,0.5702138121917117
POL,Poland,1991,38.25,NA,44.8633,NA,1991-01-01,9.55,10.2717,NA,0.5702138121917117
PRT,Portugal,1991,9.96,5,72.534,NA,1991-01-01,18.42948,25.18363,NA,0.5702138121917117
ROM,Romania,1991,23,NA,16.0921,NA,1991-01-01,2.61308,3.1801,NA,0.5702138121917117
SVN,Slovenia,1991,2,NA,10.04382,NA,1991-01-01,7.40522,6.66453,NA,0.5702138121917117
SVK,Slovakia,1991,5.3,NA,NA,NA,1991-01-01,NA,NA,NA,0.5702138121917117
FIN,Finland,1991,5.01,6.6,103.3669,20.4,1991-01-01,21.96971,22.95035,0.19735524621518105,0.5702138121917117
SWE,Sweden,1991,8.62,3.1,217.195,NA,1991-01-01,58.7594,55.0514,NA,0.5702138121917117
GBR,United Kingdom,1991,57.42,8.6,995.758,NA,1991-01-01,202.2899,205.6765,NA,0.5702138121917117
BEL,Belgium,1992,10.05,7.1,182.4542,NA,1992-01-01,106.1804,102.2105,NA,0.5251686016132976
BGR,Bulgaria,1992,8.54,NA,4.34449,NA,1992-01-01,1.67767,1.39017,NA,0.5251686016132976
CZE,Czech Republic,1992,10.32,NA,26.4467,NA,1992-01-01,10.6333,10.3155,NA,0.5251686016132976
DNK,Denmark,1992,5.17,8.6,118.195,NA,1992-01-01,43.6782,35.5147,NA,0.5251686016132976
DEU,Germany,1992,80.62,6.6,1641.212,NA,1992-01-01,365.395,373.972,NA,0.5251686016132976
EST,Estonia,1992,1.53,NA,NA,NA,1992-01-01,NA,NA,NA,0.5251686016132976
IRL,Ireland,1992,3.56,15.4,43.2475,NA,1992-01-01,25.234,22.0949,NA,0.5251686016132976
GRC,Greece,1992,10.4,7.9,89.6837,NA,1992-01-01,13.34345,21.47353,NA,0.5251686016132976
ESP,Spain,1992,39.16,17,486.067,NA,1992-01-01,79.0605,95.9844,NA,0.5251686016132976
FRA,France,1992,58.75,9,1088.897,NA,1992-01-01,230.2931,223.3106,NA,0.5251686016132976
HRV,Croatia,1992,4.58,NA,NA,NA,1992-01-01,NA,NA,NA,0.5251686016132976
ITA,Italy,1992,56.8,8.8,1016.379,920.7,1992-01-01,178.2091,177.7358,0.9058628720191976,0.5251686016132976
CYP,Cyprus,1992,0.61,NA,5.96281,NA,1992-01-01,4.24509,4.89934,NA,0.5251686016132976
LVA,Latvia,1992,2.61,3,1.37283,NA,1992-01-01,0.80262,0.79335,NA,0.5251686016132976
LTU,Lithuania,1992,3.7,1.4,1.66621,NA,1992-01-01,0.2895,0.25987,NA,0.5251686016132976
LUX,Luxembourg,1992,0.39,2.1,12.41857,NA,1992-01-01,12.0097,10.0667,NA,0.5251686016132976
HUN,Hungary,1992,10.37,NA,17.6541,NA,1992-01-01,4.8838,4.9163,NA,0.5251686016132976
MLT,Malta,1992,0.37,5.2,2.41392,NA,1992-01-01,2.89177,2.92848,NA,0.5251686016132976
NLD,Netherlands,1992,15.18,5.7,277.009,NA,1992-01-01,148.8642,135.137,NA,0.5251686016132976
AUT,Austria,1992,7.84,3.5,150.4227,NA,1992-01-01,49.9935,51.9394,NA,0.5251686016132976
POL,Poland,1992,38.36,13.4,43.2261,NA,1992-01-01,9.2709,8.6222,NA,0.5251686016132976
PRT,Portugal,1992,9.95,5,83.3669,NA,1992-01-01,19.4891,27.0669,NA,0.5251686016132976
ROM,Romania,1992,22.79,8.3,9.4989,NA,1992-01-01,2.43525,3.1552,NA,0.5251686016132976
SVN,Slovenia,1992,2,NA,10.2843,NA,1992-01-01,5.73154,5.16396,NA,0.5251686016132976
SVK,Slovakia,1992,5.31,NA,NA,NA,1992-01-01,NA,NA,NA,0.5251686016132976
FIN,Finland,1992,5.04,11.7,86.8787,31.2,1992-01-01,22.17427,21.43912,0.35912139569307555,0.5251686016132976
SWE,Sweden,1992,8.67,5.6,215.9947,NA,1992-01-01,57.946,54.1804,NA,0.5251686016132976
GBR,United Kingdom,1992,57.58,9.8,978.032,303.7,1992-01-01,202.318,208.666,0.31052153712761954,0.5251686016132976
BEL,Belgium,1993,10.08,8.6,193.1241,NA,1993-01-01,107.2276,101.7355,NA,0.6891622400852141
BGR,Bulgaria,1993,8.47,NA,10.21869,NA,1993-01-01,3.1996000000000002,2.83,NA,0.6891622400852141
CZE,Czech Republic,1993,10.33,4.2,34.5139,NA,1993-01-01,13.9044,13.5175,NA,0.6891622400852141
DNK,Denmark,1993,5.19,9.6,122.2697,NA,1993-01-01,44.7094,35.5056,NA,0.6891622400852141
DEU,Germany,1993,81.16,7.8,1766.104,NA,1993-01-01,359.48,358.341,NA,0.6891622400852141
EST,Estonia,1993,1.49,6.6,1.48843,NA,1993-01-01,0.9827,1.04205,NA,0.6891622400852141
IRL,Ireland,1993,3.58,15.6,44.4197,NA,1993-01-01,28.1196,23.6238,NA,0.6891622400852141
GRC,Greece,1993,10.46,8.6,92.8823,NA,1993-01-01,13.0478,21.34254,NA,0.6891622400852141
ESP,Spain,1993,39.36,20.8,446.903,NA,1993-01-01,79.523,85.8041,NA,0.6891622400852141
FRA,France,1993,59,10.1,1135.574,NA,1993-01-01,234.0438,215.3203,NA,0.6891622400852141
HRV,Croatia,1993,4.6,NA,8.86383,NA,1993-01-01,NA,NA,NA,0.6891622400852141
ITA,Italy,1993,56.83,9.7,907.164,972.9,1993-01-01,185.6307,157.9605,1.0724631929838486,0.6891622400852141
CYP,Cyprus,1993,0.63,NA,6.32147,NA,1993-01-01,4.28016,4.09158,NA,0.6891622400852141
LVA,Latvia,1993,2.56,6.7,2.26369,NA,1993-01-01,1.21238,1.0201,NA,0.6891622400852141
LTU,Lithuania,1993,3.68,4.8,2.38899,NA,1993-01-01,1.46713,1.68923,NA,0.6891622400852141
LUX,Luxembourg,1993,0.4,2.6,14.09326,NA,1993-01-01,13.6661,11.2322,NA,0.6891622400852141
HUN,Hungary,1993,10.36,NA,34.1781,NA,1993-01-01,7.9407,10.3876,NA,0.6891622400852141
MLT,Malta,1993,0.37,5.7,2.39611,NA,1993-01-01,2.97763,3.08343,NA,0.6891622400852141
NLD,Netherlands,1993,15.29,6.5,298.0233,NA,1993-01-01,157.8649,138.5277,NA,0.6891622400852141
AUT,Austria,1993,7.91,4,162.1488,NA,1993-01-01,51.1415,51.6461,NA,0.6891622400852141
POL,Poland,1993,38.46,14.1,82.1211,NA,1993-01-01,17.0465,16.2307,NA,0.6891622400852141
PRT,Portugal,1993,9.96,6.3,80.8658,NA,1993-01-01,18.62287,24.81241,NA,0.6891622400852141
ROM,Romania,1993,22.76,10.6,24.0076,NA,1993-01-01,5.09741,6.16561,NA,0.6891622400852141
SVN,Slovenia,1993,1.99,NA,11.51116,NA,1993-01-01,5.96918,5.93209,NA,0.6891622400852141
SVK,Slovakia,1993,5.33,NA,11.74456,NA,1993-01-01,6.47565,7.00713,NA,0.6891622400852141
FIN,Finland,1993,5.07,16.3,76.137,42.7,1993-01-01,23.88137,20.38299,0.5608311333517213,0.6891622400852141
SWE,Sweden,1993,8.72,9.1,179.1514,NA,1993-01-01,56.0878,50.0426,NA,0.6891622400852141
GBR,United Kingdom,1993,57.72,10.2,972.38,422.2,1993-01-01,218.2313,221.3954,0.4341923939200724,0.6891622400852141
BEL,Belgium,1994,10.12,9.8,207.7132,NA,1994-01-01,120.0908,113.3553,NA,0.7072383123121622
BGR,Bulgaria,1994,8.44,NA,9.01443,NA,1994-01-01,3.32826,2.48855,NA,0.7072383123121622
CZE,Czech Republic,1994,10.33,4.2,39.9227,NA,1994-01-01,14.9396,15.4029,NA,0.7072383123121622
DNK,Denmark,1994,5.21,7.7,131.6783,NA,1994-01-01,48.526,40.7263,NA,0.7072383123121622
DEU,Germany,1994,81.44,8.4,1860.057,NA,1994-01-01,393.123,389.458,NA,0.7072383123121622
EST,Estonia,1994,1.46,7.6,2.05687,NA,1994-01-01,1.46326,1.67394,NA,0.7072383123121622
IRL,Ireland,1994,3.59,14.3,48.1537,NA,1994-01-01,32.693,28.156,NA,0.7072383123121622
GRC,Greece,1994,10.51,8.9,98.2176,NA,1994-01-01,14.18858,21.33052,NA,0.7072383123121622
ESP,Spain,1994,39.55,22,446.014,NA,1994-01-01,91.0241,94.9416,NA,0.7072383123121622
FRA,France,1994,59.21,10.4,1182.191,NA,1994-01-01,253.7204,236.5946,NA,0.7072383123121622
HRV,Croatia,1994,4.65,NA,12.55276,NA,1994-01-01,NA,NA,NA,0.7072383123121622
ITA,Italy,1994,56.84,10.6,922.514,1036.7,1994-01-01,202.3934,171.9571,1.1237769833303344,0.7072383123121622
CYP,Cyprus,1994,0.64,NA,7.03645,NA,1994-01-01,4.78366,4.569,NA,0.7072383123121622
LVA,Latvia,1994,2.52,13.1,3.76638,NA,1994-01-01,1.27953,1.32244,NA,0.7072383123121622
LTU,Lithuania,1994,3.66,4.2,3.74586,NA,1994-01-01,1.54322,1.79967,NA,0.7072383123121622
LUX,Luxembourg,1994,0.4,3.2,15.46135,NA,1994-01-01,15.4893,12.4881,NA,0.7072383123121622
HUN,Hungary,1994,10.34,NA,36.186,NA,1994-01-01,9.208,11.2477,NA,0.7072383123121622
MLT,Malta,1994,0.37,5.6,2.61263,NA,1994-01-01,3.29203,3.42099,NA,0.7072383123121622
NLD,Netherlands,1994,15.38,7.2,315.6356,NA,1994-01-01,173.9426,152.687,NA,0.7072383123121622
AUT,Austria,1994,7.94,4.3,171.295,NA,1994-01-01,55.219,58.0375,NA,0.7072383123121622
POL,Poland,1994,38.54,14.4,93.2149,NA,1994-01-01,19.9435,18.032,NA,0.7072383123121622
PRT,Portugal,1994,9.99,7.6,83.8798,NA,1994-01-01,20.6007,27.0312,NA,0.7072383123121622
ROM,Romania,1994,22.73,11.1,26.7965,NA,1994-01-01,6.15541,6.63061,NA,0.7072383123121622
SVN,Slovenia,1994,1.99,NA,12.8901,NA,1994-01-01,6.82328,6.65673,NA,0.7072383123121622
SVK,Slovakia,1994,5.35,NA,13.37627,NA,1994-01-01,7.7789,7.08645,NA,0.7072383123121622
FIN,Finland,1994,5.09,16.6,87.1753,52,1994-01-01,29.66445,24.74614,0.596499237742801,0.7072383123121622
SWE,Sweden,1994,8.78,9.4,190.3765,NA,1994-01-01,65.6618,57.943600000000004,NA,0.7072383123121622
GBR,United Kingdom,1994,57.87,9.3,1027.305,412.4,1994-01-01,242.5829,242.6769,0.40143871586335117,0.7072383123121622
BEL,Belgium,1995,10.14,9.7,221.4305,288,1995-01-01,131.7234,124.0535,1.300633833189195,0.5094988472651621
BGR,Bulgaria,1995,8.41,10,11.03419,NA,1995-01-01,4.69522,3.32814,NA,0.5094988472651621
CZE,Czech Republic,1995,10.33,3.9,45.5417,6.14,1995-01-01,18.4724,19.8879,0.13482149326880638,0.5094988472651621
DNK,Denmark,1995,5.23,6.7,141.4407,NA,1995-01-01,51.8607,45.1997,NA,0.5094988472651621
DEU,Germany,1995,81.68,8.2,1982.061,1079.9,1995-01-01,436.181,426.902,0.5448369147064597,0.5094988472651621
EST,Estonia,1995,1.44,9.8,2.90229,0.236,1995-01-01,1.9692,2.18687,0.08131509945594685,0.5094988472651621
IRL,Ireland,1995,3.61,12.3,52.9336,41.3,1995-01-01,38.8783,33.0948,0.7802227696585912,0.5094988472651621
GRC,Greece,1995,10.56,9.2,104.662,100.8,1995-01-01,15.09779,23.74005,0.9631002656169383,0.5094988472651621
ESP,Spain,1995,39.72,20.7,468.879,295.6,1995-01-01,102.8337,107.3659,0.6304398362903862,0.5094988472651621
FRA,France,1995,59.42,10.2,1231.446,696.3,1995-01-01,275.9166,256.9548,0.5654328326211624,0.5094988472651621
HRV,Croatia,1995,4.62,NA,17.12958,NA,1995-01-01,4.72978,6.14851,NA,0.5094988472651621
ITA,Italy,1995,56.84,11.2,895.337,1070.6,1995-01-01,221.5913,188.6969,1.195750873693369,0.5094988472651621
CYP,Cyprus,1995,0.65,NA,7.59606,3.59,1995-01-01,5.07132,5.13694,0.47261343380647336,0.5094988472651621
LVA,Latvia,1995,2.49,14.9,4.13689,0.56,1995-01-01,1.43,1.6262,0.1353673895124115,0.5094988472651621
LTU,Lithuania,1995,3.63,6.8,5.1241,0.59,1995-01-01,1.90332,2.4479,0.11514217130813215,0.5094988472651621
LUX,Luxembourg,1995,0.41,2.9,16.50835,1.4,1995-01-01,16.917,13.5599,0.08480556809129924,0.5094988472651621
HUN,Hungary,1995,10.33,9.7,35.3655,26.76,1995-01-01,13.884,13.8725,0.756669635661874,0.5094988472651621
MLT,Malta,1995,0.38,4.8,2.82901,0.968,1995-01-01,3.45908,3.7259,0.3421691687197995,0.5094988472651621
NLD,Netherlands,1995,15.46,8.3,341.5855,250.3,1995-01-01,196.7906,173.4055,0.7327594409013263,0.5094988472651621
AUT,Austria,1995,7.95,4.2,183.907,124.4,1995-01-01,61.8187,63.959,0.6764288471890684,0.5094988472651621
POL,Poland,1995,38.59,13.2,108.716,50.5,1995-01-01,24.9618,22.5236,0.4645130431583208,0.5094988472651621
PRT,Portugal,1995,10.03,7.9,91.0246,53,1995-01-01,24.36324,30.1669,0.5822601802150188,0.5094988472651621
ROM,Romania,1995,22.68,9.7,28.765,1.49,1995-01-01,7.3281,8.76659,0.051799061359290806,0.5094988472651621
SVN,Slovenia,1995,1.99,6.8,16.27975,2.79,1995-01-01,7.42468,7.79093,0.17137855311045933,0.5094988472651621
SVK,Slovakia,1995,5.36,12.1,15.25937,3.3,1995-01-01,8.64976,8.3245,0.21626056645851038,0.5094988472651621
FIN,Finland,1995,5.11,15.4,102.6508,56.5,1995-01-01,36.71041,29.05711,0.5504097386479209,0.5094988472651621
SWE,Sweden,1995,8.83,8.8,201.8408,150.6,1995-01-01,76.7053,63.8306,0.7461325955901879,0.5094988472651621
GBR,United Kingdom,1995,58.02,8.5,1009.48,446.4,1995-01-01,256.7348,253.8463,0.4422078693981059,0.5094988472651621
BEL,Belgium,1996,10.16,9.5,221.6638,278,1996-01-01,133.9805,127.7168,1.2541515574487128,0.5112168292856054
BGR,Bulgaria,1996,8.36,9.5,7.98787,NA,1996-01-01,4.7111,3.62569,NA,0.5112168292856054
CZE,Czech Republic,1996,10.32,3.8,52.605,6.14,1996-01-01,20.2202,22.7846,0.11671894306624846,0.5112168292856054
DNK,Denmark,1996,5.26,6.3,147.8426,NA,1996-01-01,54.8775,46.5044,NA,0.5112168292856054
DEU,Germany,1996,81.91,8.9,1973.017,1115.7,1996-01-01,451.991,435.802,0.5654791621156837,0.5112168292856054
EST,Estonia,1996,1.42,10.2,3.73855,0.277,1996-01-01,2.31022,2.70301,0.0740928969787752,0.5112168292856054
IRL,Ireland,1996,3.64,11.7,59.76,44.4,1996-01-01,44.7206,38.1858,0.7429718875502008,0.5112168292856054
GRC,Greece,1996,10.61,9.6,114.9082,115,1996-01-01,16.41688,26.66936,1.0007988985990557,0.5112168292856054
ESP,Spain,1996,39.89,19.9,505.108,324.3,1996-01-01,116.7729,117.2355,0.6420409100627985,0.5112168292856054
FRA,France,1996,59.62,10.5,1271.857,751.2,1996-01-01,290.2688,268.5413,0.5906324374516947,0.5112168292856054
HRV,Croatia,1996,4.56,NA,18.65712,NA,1996-01-01,5.73329,6.9515,NA,0.5112168292856054
ITA,Italy,1996,56.86,11.2,1031.004,1227.8,1996-01-01,244.9967,198.1581,1.1908780179320353,0.5112168292856054
CYP,Cyprus,1996,0.66,NA,7.89,3.9,1996-01-01,5.53947,5.57368,0.49429657794676807,0.5112168292856054
LVA,Latvia,1996,2.46,15.9,4.69952,0.62,1996-01-01,1.90098,2.32469,0.13192836715239004,0.5112168292856054
LTU,Lithuania,1996,3.6,7.7,6.60388,0.93,1996-01-01,2.7697,3.38342,0.1408263021133031,0.5112168292856054
LUX,Luxembourg,1996,0.41,2.9,17.15641,1.37,1996-01-01,18.2757,14.3956,0.07985353579216165,0.5112168292856054
HUN,Hungary,1996,10.31,9.9,36.6638,24.54,1996-01-01,15.3823,15.1967,0.6693250563225852,0.5112168292856054
MLT,Malta,1996,0.38,5.2,2.99758,1.177,1996-01-01,3.42041,3.70099,0.3926500710573196,0.5112168292856054
NLD,Netherlands,1996,15.53,7.7,351.1592,246.3,1996-01-01,202.4281,180.7878,0.7013912778022049,0.5112168292856054
AUT,Austria,1996,7.96,4.7,186.5497,124.4,1996-01-01,64.0351,66.9351,0.6668464221598855,0.5112168292856054
POL,Poland,1996,38.62,12.1,126.0028,50.8,1996-01-01,27.8399,29.4607,0.4031656439380712,0.5112168292856054
PRT,Portugal,1996,10.06,8,96.6268,57.4,1996-01-01,25.65132,32.52594,0.5940380929514378,0.5112168292856054
ROM,Romania,1996,22.62,7,29.2273,2.33,1996-01-01,7.68168,9.96561,0.07971998781960701,0.5112168292856054
SVN,Slovenia,1996,1.99,6.9,16.92471,3.54,1996-01-01,7.81741,8.02881,0.20916163408412905,0.5112168292856054
SVK,Slovakia,1996,5.37,11.1,16.99027,5.05,1996-01-01,8.88367,10.69308,0.29722894338936345,0.5112168292856054
FIN,Finland,1996,5.12,14.6,104.1187,57.7,1996-01-01,37.82386,30.62043,0.5541751865899209,0.5112168292856054
SWE,Sweden,1996,8.84,9.6,226.9041,157.3,1996-01-01,83.5764,69.5584,0.6932444147108845,0.5112168292856054
GBR,United Kingdom,1996,58.17,7.9,1097.201,542.9,1996-01-01,285.4283,283.4573,0.4948045071048969,0.5112168292856054
BEL,Belgium,1997,10.18,9.2,224.8914,275.5,1997-01-01,143.6984,135.9914,1.2250357283559976,0.5143652508364632
BGR,Bulgaria,1997,8.31,11.9,9.90231,9.27,1997-01-01,4.96196,3.69199,0.936145202483057,0.5143652508364632
CZE,Czech Republic,1997,10.3,4.7,54.3637,6.24,1997-01-01,22.0573,24.3204,0.11478247433489626,0.5143652508364632
DNK,Denmark,1997,5.28,5.2,153.1519,NA,1997-01-01,57.9094,51.2361,NA,0.5143652508364632
DEU,Germany,1997,82.03,9.6,1958.528,1142.5,1997-01-01,497.309,474.141,0.5833462682177636,0.5143652508364632
EST,Estonia,1997,1.4,9.6,4.47578,0.311,1997-01-01,3.20499,3.6734,0.0694850953353382,0.5143652508364632
IRL,Ireland,1997,3.67,9.9,73.0837,43.6,1997-01-01,56.3928,47.6331,0.5965762543494652,0.5143652508364632
GRC,Greece,1997,10.66,9.8,126.3538,124.6,1997-01-01,20.49744,29.12703,0.9861199267453767,0.5143652508364632
ESP,Spain,1997,40.06,18.4,519.607,331.6,1997-01-01,133.8183,132.7,0.6381746204342899,0.5143652508364632
FRA,France,1997,59.83,10.7,1289.316,787.8,1997-01-01,325.4579,288.0156,0.6110216579954022,0.5143652508364632
HRV,Croatia,1997,4.53,NA,21.02652,NA,1997-01-01,6.58527,9.29948,NA,0.5143652508364632
ITA,Italy,1997,56.89,11.2,1093.807,1236.2,1997-01-01,264.7043,224.0277,1.1301811014191718,0.5143652508364632
CYP,Cyprus,1997,0.67,5.2,8.41417,4.48,1997-01-01,5.82147,5.93858,0.5324351659165432,0.5143652508364632
LVA,Latvia,1997,2.43,15.4,5.74917,0.62,1997-01-01,2.28326,2.8031,0.10784165366478987,0.5143652508364632
LTU,Lithuania,1997,3.58,6.5,8.92426,1.41,1997-01-01,4.01295,4.91215,0.15799629325008457,0.5143652508364632
LUX,Luxembourg,1997,0.42,2.7,17.41481,1.39,1997-01-01,20.1745,16.498,0.07981712117444864,0.5143652508364632
HUN,Hungary,1997,10.29,9.1,41.6358,24.34,1997-01-01,19.9798,19.5641,0.5845930665436955,0.5143652508364632
MLT,Malta,1997,0.38,6.1,3.33149,1.569,1997-01-01,3.68541,3.84743,0.47096044112394153,0.5143652508364632
NLD,Netherlands,1997,15.61,6.5,363.7889,237.9,1997-01-01,220.7528,197.1777,0.6539506840368137,0.5143652508364632
AUT,Austria,1997,7.97,4.7,187.442,117.8,1997-01-01,69.5588,71.0095,0.6284610706245132,0.5143652508364632
POL,Poland,1997,38.65,10.9,140.4392,56.9,1997-01-01,32.8057,38.0794,0.40515753436362495,0.5143652508364632
PRT,Portugal,1997,10.11,7.5,103.3326,56,1997-01-01,28.05007,36.31304,0.5419393298920185,0.5143652508364632
ROM,Romania,1997,22.55,6.1,31.67,4.33,1997-01-01,8.86433,11.00549,0.1367224502683928,0.5143652508364632
SVN,Slovenia,1997,1.99,6.9,18.30836,3.92,1997-01-01,8.71364,8.92208,0.21410983834707203,0.5143652508364632
SVK,Slovakia,1997,5.38,11.5,19.2991,6.31,1997-01-01,10.6275,12.44281,0.3269582519392096,0.5143652508364632
FIN,Finland,1997,5.14,12.7,111.9637,57.5,1997-01-01,42.32333,34.10739,0.5135593053820122,0.5143652508364632
SWE,Sweden,1997,8.85,9.9,233.409,157,1997-01-01,93.4843,77.2643,0.6726390156335017,0.5143652508364632
GBR,United Kingdom,1997,58.32,6.8,1356.131,617.7,1997-01-01,345.9275,340.3981,0.45548696991662313,0.5143652508364632
BEL,Belgium,1998,10.2,9.3,232.869,277.2,1998-01-01,147.6324,139.924,1.1903688339796195,0.4925572443461043
BGR,Bulgaria,1998,8.26,10.9,13.08008,9.13,1998-01-01,5.63584,4.71705,0.6980079632540475,0.4925572443461043
CZE,Czech Republic,1998,10.29,6.5,59.4359,8.48,1998-01-01,25.1315,25.2932,0.14267471343077165,0.4925572443461043
DNK,Denmark,1998,5.3,4.9,158.1465,NA,1998-01-01,58.8839,54.0225,NA,0.4925572443461043
DEU,Germany,1998,82.05,9.4,2004.598,1199.3,1998-01-01,530.284,503.745,0.5982745667709934,0.4925572443461043
EST,Estonia,1998,1.39,9.2,5.01668,0.304,1998-01-01,3.7314600000000002,4.21641,0.06059784558712136,0.4925572443461043
IRL,Ireland,1998,3.71,7.5,80.4873,41.4,1998-01-01,68.002,59.1742,0.5143668628466851,0.4925572443461043
GRC,Greece,1998,10.72,11.1,129.0572,126.1,1998-01-01,21.03192,33.51834,0.9770861292512157,0.4925572443461043
ESP,Spain,1998,40.22,16.4,551.397,346.4,1998-01-01,144.3736,147.1184,0.6282224966766231,0.4925572443461043
