cntry,country,year,pop,unempl,gdp,gov_debt,date,exports,imports,debt_share_country,debt_share_year
CYP,Cyprus,2011,0.85,7.9,19.73106,12.87,2011-01-01,10.44318,11.02202,0.6522710893383326,0.6467839563142249
LVA,Latvia,2011,2.06,16.2,20.20281,8.71,2011-01-01,11.6806,12.68627,0.4311281450451695,0.6467839563142249
LTU,Lithuania,2011,3.03,15.4,31.27532,11.63,2011-01-01,23.45505,24.25271,0.3718587052026966,0.6467839563142249
LUX,Luxembourg,2011,0.52,4.8,43.16465,8.07,2011-01-01,76.8286,62.7873,0.1869585413063699,0.6467839563142249
HUN,Hungary,2011,9.96,11,100.8192,72.23,2011-01-01,87.8867,81.7043,0.7164309972703613,0.6467839563142249
MLT,Malta,2011,0.42,6.4,6.8343,4.809,2011-01-01,10.98887,10.81507,0.7036565559018481,0.6467839563142249
NLD,Netherlands,2011,16.69,5,642.929,396.3,2011-01-01,497.347,442.443,0.6163977670940337,0.6467839563142249
AUT,Austria,2011,8.39,4.6,308.6303,254.9,2011-01-01,165.6476,157.8707,0.8259072424191664,0.6467839563142249
POL,Poland,2011,38.06,9.7,380.238,190.2,2011-01-01,161.8425,169.2814,0.5002130244741451,0.6467839563142249
PRT,Portugal,2011,10.56,12.9,176.1666,196.2,2011-01-01,60.40987,67.95194,1.1137184914734122,0.6467839563142249
ROM,Romania,2011,20.15,7.2,133.3064,44.69,2011-01-01,49.11761,56.5381,0.3352427190292439,0.6467839563142249
SVN,Slovenia,2011,2.05,8.2,36.8963,17.2,2011-01-01,25.96539,25.28811,0.4661714047207986,0.6467839563142249
SVK,Slovakia,2011,5.4,13.7,70.62721,30.85,2011-01-01,60.06634,60.71174,0.4368004909156117,0.6467839563142249
FIN,Finland,2011,5.39,7.8,196.869,95.5,2011-01-01,77.093,78.768,0.48509414890104585,0.6467839563142249
SWE,Sweden,2011,9.45,7.8,404.9435,154,2011-01-01,189.0394,169.9897,0.38029996777328196,0.6467839563142249
GBR,United Kingdom,2011,63.26,8.1,1876.141,1590.8,2011-01-01,572.6419,603.8212,0.8479106847513059,0.6467839563142249
BEL,Belgium,2012,11.13,7.6,387.5,404.3,2012-01-01,318.935,316.546,1.0433548387096774,0.6876263218834735
BGR,Bulgaria,2012,7.31,12.3,41.94724,7,2012-01-01,25.50468,26.83554,0.16687629507924717,0.6876263218834735
CZE,Czech Republic,2012,10.51,7,161.4339,71.78,2012-01-01,122.9643,115.2112,0.4446401901954918,0.6876263218834735
DNK,Denmark,2012,5.59,7.5,254.5785,114,2012-01-01,139.0775,123.7519,0.4477990089500881,0.6876263218834735
DEU,Germany,2012,80.43,5.4,2758.26,2204.9,2012-01-01,1268.318,1100.331,0.7993807690355513,0.6876263218834735
EST,Estonia,2012,1.32,10,17.93489,1.746,2012-01-01,15.42211,15.14403,0.09735214433988723,0.6876263218834735
IRL,Ireland,2012,4.59,14.7,175.7525,210,2012-01-01,187.662,157.516,1.1948620930000995,0.6876263218834735
GRC,Greece,2012,11.05,24.5,191.2039,305.1,2012-01-01,54.84492,63.35307,1.5956787492305335,0.6876263218834735
ESP,Spain,2012,46.77,24.8,1039.758,891.5,2012-01-01,319.223,303.95,0.8574110514177337,0.6876263218834735
FRA,France,2012,65.44,9.8,2086.929,1868.4,2012-01-01,595.23,640.24,0.895286806594762,0.6876263218834735
HRV,Croatia,2012,4.27,15.8,43.93385,30.9,2012-01-01,18.26522,18.05734,0.7033301201693,0.6876263218834735
ITA,Italy,2012,59.54,10.7,1613.265,1990,2012-01-01,461.1739,445.2372,1.2335233207191627,0.6876263218834735
CYP,Cyprus,2012,0.86,11.9,19.46697,15.43,2012-01-01,10.41615,10.70482,0.7926246354722897,0.6876263218834735
LVA,Latvia,2012,2.03,15,22.05932,9.09,2012-01-01,13.52446,14.5054,0.41207072566153446,0.6876263218834735
LTU,Lithuania,2012,2.99,13.4,33.34825,13.26,2012-01-01,27.22007,26.93321,0.39762206412630346,0.6876263218834735
LUX,Luxembourg,2012,0.53,5.1,44.1121,9.58,2012-01-01,82.2445,68.558,0.21717397267416425,0.6876263218834735
HUN,Hungary,2012,9.92,11,99.0858,76.68,2012-01-01,85.9756,79.3239,0.773874763084115,0.6876263218834735
MLT,Malta,2012,0.42,6.3,7.15957,4.873,2012-01-01,11.88075,11.53499,0.6806274678507229,0.6876263218834735
NLD,Netherlands,2012,16.75,5.8,645.164,428.3,2012-01-01,528.623,466.677,0.6638622117787105,0.6876263218834735
AUT,Austria,2012,8.43,4.9,317.117,260.1,2012-01-01,170.5988,162.374,0.8202020074609687,0.6876263218834735
POL,Poland,2012,38.06,10.1,389.3654,214.8,2012-01-01,173.0515,174.7658,0.5516668918193552,0.6876263218834735
PRT,Portugal,2012,10.51,15.8,168.398,212.6,2012-01-01,63.50384,64.35899,1.2624853026758038,0.6876263218834735
ROM,Romania,2012,20.06,6.8,133.5111,49.92,2012-01-01,50.01872,56.6589,0.37390149583068377,0.6876263218834735
SVN,Slovenia,2012,2.06,8.9,36.0025,19.4,2012-01-01,26.38051,24.85881,0.5388514686480106,0.6876263218834735
SVK,Slovakia,2012,5.41,14,72.70351,37.93,2012-01-01,66.47291,63.80733,0.5217079615550887,0.6876263218834735
FIN,Finland,2012,5.41,7.7,199.793,107.7,2012-01-01,78.881,81.764,0.5390579249523256,0.6876263218834735
SWE,Sweden,2012,9.52,8,423.3424,162.2,2012-01-01,196.1055,175.2294,0.38314140043614814,0.6876263218834735
GBR,United Kingdom,2012,63.7,7.9,2065.735,1745.9,2012-01-01,615.5619,661.6037,0.8451713312694997,0.6876263218834735
BEL,Belgium,2013,11.18,8.4,391.712,413.7,2013-01-01,320.461,315.988,1.0561330773629605,0.7221310523493829
BGR,Bulgaria,2013,7.27,13,42.0115,7.15,2013-01-01,27.16149,27.33365,0.17019149518584198,0.7221310523493829
CZE,Czech Republic,2013,10.51,7,157.7434,67.1,2013-01-01,121.2588,112.1669,0.4253743738248319,0.7221310523493829
DNK,Denmark,2013,5.61,7,258.7418,113.9,2013-01-01,141.8651,124.7688,0.4402071872422624,0.7221310523493829
DEU,Germany,2013,80.65,5.2,2826.24,2189.8,2013-01-01,1284.744,1116.353,0.7748103487318841,0.7221310523493829
EST,Estonia,2013,1.32,8.6,18.89013,1.924,2013-01-01,15.95556,15.59129,0.10185213124525877,0.7221310523493829
IRL,Ireland,2013,4.6,13.1,180.2093,215.3,2013-01-01,191.183,157.314,1.1947219150177044,0.7221310523493829
GRC,Greece,2013,10.97,27.5,180.6543,320.5,2013-01-01,54.83477,59.91528,1.7741066777818186,0.7221310523493829
ESP,Spain,2013,46.62,26.1,1025.634,979,2013-01-01,330.453,297.062,0.954531538541039,0.7221310523493829
FRA,France,2013,65.77,10.3,2115.256,1952.9,2013-01-01,605.134,644.957,0.9232452242187235,0.7221310523493829
HRV,Croatia,2013,4.25,17.4,43.487,35.51,2013-01-01,18.71233,18.51094,0.8165658702600777,0.7221310523493829
ITA,Italy,2013,60.23,12.1,1604.599,2070.2,2013-01-01,463.1289,426.8876,1.2901665774439595,0.7221310523493829
CYP,Cyprus,2013,0.86,15.9,18.11822,18.52,2013-01-01,10.63911,10.30826,1.0221754675680061,0.7221310523493829
LVA,Latvia,2013,2.01,11.9,22.83017,8.89,2013-01-01,13.76759,14.49858,0.389397012812432,0.7221310523493829
LTU,Lithuania,2013,2.96,11.8,35.00205,13.55,2013-01-01,29.38787,28.95062,0.3871201829607124,0.7221310523493829
LUX,Luxembourg,2013,0.54,5.9,46.5514,10.89,2013-01-01,89.4408,74.2861,0.23393496221381097,0.7221310523493829
HUN,Hungary,2013,9.89,10.2,101.4823,77.69,2013-01-01,87.2745,80.1679,0.7655522194510767,0.7221310523493829
MLT,Malta,2013,0.42,6.4,7.63099,5.246,2013-01-01,12.07004,11.55479,0.6874599494954129,0.7221310523493829
NLD,Netherlands,2013,16.8,7.3,652.748,442.2,2013-01-01,535.32,465.502,0.6774436689197055,0.7221310523493829
AUT,Austria,2013,8.48,5.4,322.5392,262.3,2013-01-01,171.5662,163.2391,0.8132344843665514,0.7221310523493829
POL,Poland,2013,38.04,10.3,394.7222,222.1,2013-01-01,182.8405,175.1519,0.5626742047951698,0.7221310523493829
PRT,Portugal,2013,10.46,16.4,170.2693,219.7,2013-01-01,67.28393,65.57271,1.290308940014436,0.7221310523493829
ROM,Romania,2013,19.98,7.1,144.2538,53.85,2013-01-01,57.3383,58.45733,0.37330039139350224,0.7221310523493829
SVN,Slovenia,2013,2.06,10.1,35.91708,25.5,2013-01-01,27.00485,24.98786,0.7099686277392261,0.7221310523493829
SVK,Slovakia,2013,5.41,14.2,74.16987,40.6,2013-01-01,69.58581,66.4458,0.5473920879192589,0.7221310523493829
FIN,Finland,2013,5.44,8.2,203.338,114.8,2013-01-01,78.924,80.724,0.5645772064247706,0.7221310523493829
SWE,Sweden,2013,9.6,8,435.7502,172.1,2013-01-01,190.8616,171.2193,0.39495105223130134,0.7221310523493829
GBR,United Kingdom,2013,64.13,7.6,2048.339,1799,2013-01-01,609.5246,655.7275,0.8782725906209861,0.7221310523493829
BEL,Belgium,2014,11.23,8.5,400.805,427.5,2014-01-01,333.478,329.805,1.066603460535672,0.7335571867153241
BGR,Bulgaria,2014,7.22,11.4,42.7622,11.53,2014-01-01,27.80074,28.20403,0.26963065511128986,0.7335571867153241
CZE,Czech Republic,2014,10.53,6.1,156.6608,65.59,2014-01-01,129.3167,119.3461,0.4186752525200944,0.7335571867153241
DNK,Denmark,2014,5.64,6.6,265.2316,116.8,2014-01-01,144.5986,126.1418,0.44036985034965664,0.7335571867153241
DEU,Germany,2014,80.98,5,2923.93,2189.6,2014-01-01,1334.833,1144.106,0.7488551367508798,0.7335571867153241
EST,Estonia,2014,1.32,7.4,19.75825,2.108,2014-01-01,16.4106,15.71517,0.10668961066896107,0.7335571867153241
IRL,Ireland,2014,4.62,11.3,193.1596,203.3,2014-01-01,219.79,185.182,1.0524975201853803,0.7335571867153241
GRC,Greece,2014,10.89,26.5,177.9406,319.7,2014-01-01,57.83746,62.17087,1.7966669776318616,0.7335571867153241
ESP,Spain,2014,46.48,24.5,1037.025,1041.6,2014-01-01,338.769,313.698,1.0044116583496057,0.7335571867153241
FRA,France,2014,66.22,10.3,2139.964,2038,2014-01-01,619.459,661.983,0.952352469480795,0.7335571867153241
HRV,Croatia,2014,4.24,17.2,42.97767,37.11,2014-01-01,19.95309,19.09172,0.8634716586543663,0.7335571867153241
ITA,Italy,2014,60.79,12.7,1621.827,2137.2,2014-01-01,475.301,429.0261,1.3177731040363736,0.7335571867153241
CYP,Cyprus,2014,0.85,16.1,17.56735,18.82,2014-01-01,10.9256,10.56494,1.0713055753998184,0.7335571867153241
LVA,Latvia,2014,1.99,10.8,23.63115,9.66,2014-01-01,14.0678,14.51541,0.4087824756729994,0.7335571867153241
LTU,Lithuania,2014,2.93,10.7,36.59005,14.83,2014-01-01,29.59943,28.8985,0.40530144123880674,0.7335571867153241
LUX,Luxembourg,2014,0.56,6,49.97089,11.21,2014-01-01,103.0908,86.1098,0.2243306052783931,0.7335571867153241
HUN,Hungary,2014,9.87,7.7,104.9547,77.69,2014-01-01,93.0478,85.7621,0.7402241157375515,0.7335571867153241
MLT,Malta,2014,0.43,5.8,8.43299,5.421,2014-01-01,12.64389,11.58145,0.6428324947616445,0.7335571867153241
NLD,Netherlands,2014,16.87,7.4,663.008,450.5,2014-01-01,547.415,475.53,0.679478980645784,0.7335571867153241
AUT,Austria,2014,8.54,5.6,330.4176,279,2014-01-01,175.1747,164.271,0.8443860133358514,0.7335571867153241
POL,Poland,2014,38.01,9,410.9937,202.2,2014-01-01,195.5878,189.6632,0.4919783441935971,0.7335571867153241
PRT,Portugal,2014,10.4,14.1,173.0791,226,2014-01-01,69.36035,69.03324,1.3057613542016338,0.7335571867153241
ROM,Romania,2014,19.91,6.8,150.3567,58.7,2014-01-01,61.93445,62.59616,0.390404950361374,0.7335571867153241
SVN,Slovenia,2014,2.06,9.7,37.33239,30.2,2014-01-01,28.51809,25.73629,0.8089490118366385,0.7335571867153241
SVK,Slovakia,2014,5.42,13.2,75.94636,40.73,2014-01-01,69.72111,67.01223,0.5362995672208648,0.7335571867153241
FIN,Finland,2014,5.46,8.7,205.474,123.7,2014-01-01,76.482,78.393,0.602022640334057,0.7335571867153241
SWE,Sweden,2014,9.7,7.9,432.6899,189.6,2014-01-01,194.8539,176.1805,0.43818910494559726,0.7335571867153241
GBR,United Kingdom,2014,64.61,6.1,2260.804,2060.4,2014-01-01,634.7117,679.6467,0.91135719858952835,0.7335571867153241
BEL,Belgium,2015,11.27,8.5,410.351,434.8,2015-01-01,340.295,333.443,1.0595807004247584,0.7162257961932327
BGR,Bulgaria,2015,7.18,9.2,45.2865,11.77,2015-01-01,29.0319,28.965,0.25990085345522396,0.7162257961932327
CZE,Czech Republic,2015,10.55,5.1,166.963,67.95,2015-01-01,138.5046,128.2695,0.406976395967969,0.7162257961932327
DNK,Denmark,2015,5.68,6.2,271.7863,107.4,2015-01-01,150.0994,129.9835,0.3951634059553407,0.7162257961932327
DEU,Germany,2015,81.69,4.6,3032.82,2158.8,2015-01-01,1418.789,1189.25,0.7118127683146379,0.7162257961932327
EST,Estonia,2015,1.32,6.2,20.25168,2.036,2015-01-01,16.05669,15.21656,0.1005348692059128,0.7162257961932327
IRL,Ireland,2015,4.68,9.4,255.8151,201.4,2015-01-01,317.197,235.985,0.7872873806120124,0.7162257961932327
GRC,Greece,2015,10.82,24.9,175.6974,311.7,2015-01-01,56.07384,55.82129,1.7740729231052936,0.7162257961932327
ESP,Spain,2015,46.45,22.1,1075.639,1073.9,2015-01-01,356.873,330.527,0.9983832865859272,0.7162257961932327
FRA,France,2015,66.62,10.4,2181.064,2098.2,2015-01-01,654.922,684.96,0.9620075339375644,0.7162257961932327
HRV,Croatia,2015,4.21,16.1,43.84686,37.91,2015-01-01,21.91242,20.70625,0.8646001104754136,0.7162257961932327
ITA,Italy,2015,60.73,11.9,1645.439,2172.9,2015-01-01,493.9343,446.0418,1.3205594373294909,0.7162257961932327
CYP,Cyprus,2015,0.85,15,17.63718,18.96,2015-01-01,10.7971,10.7381,1.0750017859998027,0.7162257961932327
LVA,Latvia,2015,1.98,9.9,24.36827,8.9,2015-01-01,14.36066,14.63625,0.36522904580423643,0.7162257961932327
LTU,Lithuania,2015,2.9,9.1,37.3305,15.94,2015-01-01,28.31996,28.56265,0.42699669171321036,0.7162257961932327
LUX,Luxembourg,2015,0.57,6.5,52.33972,11.31,2015-01-01,118.8706,100.71,0.21608827865338218,0.7162257961932327
HUN,Hungary,2015,9.84,6.8,109.6758,80.4,2015-01-01,99.5052,89.7326,0.7330696470871424,0.7162257961932327
MLT,Malta,2015,0.43,5.4,9.27579,5.622,2015-01-01,13.35607,12.62975,0.6060939283877707,0.7162257961932327
NLD,Netherlands,2015,16.94,6.9,676.531,441,2015-01-01,557.89,484.963,0.6518548300077898,0.7162257961932327
AUT,Austria,2015,8.63,5.7,339.896,290.5,2015-01-01,180.3495,166.7257,0.8546731941535057,0.7162257961932327
POL,Poland,2015,37.99,7.5,430.0359,215.7,2015-01-01,212.966,199.6583,0.5015860303756035,0.7162257961932327
PRT,Portugal,2015,10.36,12.6,179.5043,231.5,2015-01-01,72.80835,71.50273,1.2896626988879931,0.7162257961932327
ROM,Romania,2015,19.82,6.8,159.9632,59.71,2015-01-01,65.75922,66.74282,0.37327335287116037,0.7162257961932327
SVN,Slovenia,2015,2.06,9,38.57001,32.07,2015-01-01,30.05986,26.54331,0.8314750242481139,0.7162257961932327
SVK,Slovakia,2015,5.42,11.5,78.68561,41.29,2015-01-01,73.56175,71.65363,0.5247465197257796,0.7162257961932327
FIN,Finland,2015,5.48,9.4,209.511,133.4,2015-01-01,77.186,77.81,0.6367207449728177,0.7162257961932327
SWE,Sweden,2015,9.8,7.4,447.0113,199.9,2015-01-01,203.793,182.575,0.44719227455771254,0.7162257961932327
GBR,United Kingdom,2015,65.13,5.3,2580.081,2269.9,2015-01-01,712.8972,753.9368,0.8797785805949503,0.7162257961932327
BEL,Belgium,2016,11.33,7.8,421.974,446.8,2016-01-01,356.035,343.15,1.0588330086687805,0.7093141323894537
BGR,Bulgaria,2016,7.16,7.6,47.36407,13.97,2016-01-01,30.10713,28.65887,0.2949493149554082,0.7093141323894537
CZE,Czech Republic,2016,10.57,4,174.4104,64.95,2016-01-01,140.1246,127.2724,0.3723975175792269,0.7093141323894537
DNK,Denmark,2016,5.73,6.2,276.8053,104.7,2016-01-01,146.981,127.948,0.37824420269409587,0.7093141323894537
DEU,Germany,2016,82.49,4.1,3132.67,2140.4,2016-01-01,1441.387,1202.635,0.6832510286752196,0.7093141323894537
EST,Estonia,2016,1.32,6.8,20.91643,1.984,2016-01-01,16.64815,15.81919,0.09485366288606613,0.7093141323894537
IRL,Ireland,2016,4.75,7.9,265.8348,200.6,2016-01-01,318.817,257.159,0.7546039871378767,0.7093141323894537
GRC,Greece,2016,10.78,23.6,175.8879,314.9,2016-01-01,53.03653,54.21604,1.790344873069722,0.7093141323894537
ESP,Spain,2016,46.44,19.6,1113.851,1107,2016-01-01,368.322,335.908,0.99384926709227706,0.7093141323894537
FRA,France,2016,66.79,10.1,2225.26,2147.4,2016-01-01,655.967,694.308,0.9650108301951232,0.7093141323894537
HRV,Croatia,2016,4.18,13.3,45.55709,38.24,2016-01-01,23.41745,21.96605,0.8393863611569571,0.7093141323894537
ITA,Italy,2016,60.62,11.7,1672.438,2217.9,2016-01-01,501.4727,443.5903,1.3261478153450232,0.7093141323894537
CYP,Cyprus,2016,0.85,13.1,17.9014,19.3,2016-01-01,11.1023,11.1767,1.0781279676449889,0.7093141323894537
LVA,Latvia,2016,1.96,9.6,25.02133,10.04,2016-01-01,14.5099,14.37307,0.4012576469756004,0.7093141323894537
LTU,Lithuania,2016,2.87,7.9,38.63103,15.54,2016-01-01,28.57959,28.04627,0.4022672965230282,0.7093141323894537
LUX,Luxembourg,2016,0.58,6.3,54.1949,10.85,2016-01-01,123.5305,103.8033,0.20020334016669467,0.7093141323894537
HUN,Hungary,2016,9.82,5.1,112.3994,83.66,2016-01-01,103.978,92.3866,0.7443100230072403,0.7093141323894537
MLT,Malta,2016,0.44,4.7,9.89798,5.766,2016-01-01,13.99848,12.81812,0.5825431047547075,0.7093141323894537
NLD,Netherlands,2016,17.03,6,697.219,434.1,2016-01-01,561.977,486.274,0.622616423247215,0.7093141323894537
AUT,Austria,2016,8.74,6,349.493,295.7,2016-01-01,182.4921,169.1863,0.8460827541610275,0.7093141323894537
POL,Poland,2016,37.96,6.2,424.2684,228.2,2016-01-01,221.816,205.3267,0.5378670671678588,0.7093141323894537
PRT,Portugal,2016,10.33,11.2,184.9312,241.1,2016-01-01,74.47293,72.26171,1.3037280891488294,0.7093141323894537
ROM,Romania,2016,19.76,5.9,169.5771,63.01,2016-01-01,70.18147,71.77265,0.3715713973172085,0.7093141323894537
SVN,Slovenia,2016,2.06,8,39.76908,31.68,2016-01-01,31.44003,27.60751,0.7965987646684308,0.7093141323894537
SVK,Slovakia,2016,5.43,9.7,80.958,42.05,2016-01-01,75.95045,72.92882,0.5194051236443588,0.7093141323894537
FIN,Finland,2016,5.5,8.8,214.062,136.1,2016-01-01,75.677,78.262,0.6357971055114873,0.7093141323894537
SWE,Sweden,2016,9.92,6.9,462.4167,190.6,2016-01-01,205.1389,183.7653,0.41218234549055,0.7093141323894537
GBR,United Kingdom,2016,65.59,4.8,2366.903,2022.2,2016-01-01,668.2139,713.3961,0.8543653880197035,0.7093141323894537
BEL,Belgium,2017,11.43,7.6,436.2802,460.9,2017-01-01,380.3864,365.9176,1.0564311651090286,0.7022089102612037
BGR,Bulgaria,2017,7.1,7,49.21357,13.2,2017-01-01,32.01018,30.78053,0.26821870471904397,0.7022089102612037
CZE,Czech Republic,2017,10.59,3.5,183.5915,66.5,2017-01-01,151.0521,138.0585,0.36221720504489585,0.7022089102612037
DNK,Denmark,2017,5.77,5.8,286.3466,105.2,2017-01-01,157.1524,137.5157,0.36738693597200034,0.7022089102612037
DEU,Germany,2017,83.15,4,3228.436,2125.5,2017-01-01,1527.946,1299.492,0.6583683244766196,0.7022089102612037
EST,Estonia,2017,1.32,7.7,22.15976,2.102,2017-01-01,17.98378,17.33503,0.09485662299591692,0.7022089102612037
IRL,Ireland,2017,4.8,6.4,279.7174,205.7,2017-01-01,336.1178,271.8579,0.7353850707893037,0.7022089102612037
GRC,Greece,2017,10.78,22.8,181.6492,324.7,2017-01-01,58.04085,59.25502,1.7875113130143154,0.7022089102612037
ESP,Spain,2017,46.45,17.6,1156.949,1147.2,2017-01-01,396.8763,365.2444,0.9915735265772303,0.7022089102612037
FRA,France,2017,67.1,9.9,2275.277,2204.6,2017-01-01,692.5744,736.6797,0.9689369689932258,0.7022089102612037
HRV,Croatia,2017,4.15,11.6,48.06756,39.35,2017-01-01,25.50209,24.31968,0.8186394316665959,0.7022089102612037
ITA,Italy,2017,60.58,11.5,1701.376,2265,2017-01-01,533.7778,487.4838,1.3312753912127595,0.7022089102612037
CYP,Cyprus,2017,0.85,11.7,18.48828,19.12,2017-01-01,11.64656,11.75693,1.0341686733433288,0.7022089102612037
LVA,Latvia,2017,1.95,9.2,26.61673,10.24,2017-01-01,15.7119,16.13214,0.38472043710854037,0.7022089102612037
LTU,Lithuania,2017,2.83,7.6,40.90972,17.36,2017-01-01,31.10992,30.99193,0.4243490300104718,0.7022089102612037
LUX,Luxembourg,2017,0.6,6.1,57.90043,12.73,2017-01-01,134.0056,112.8598,0.21986019792944544,0.7022089102612037
HUN,Hungary,2017,9.8,4.1,119.8168,86.93,2017-01-01,111.3314,101.6889,0.7255243004319929,0.7022089102612037
MLT,Malta,2017,0.44,4.9,10.51741,5.866,2017-01-01,14.88863,13.66252,0.5577418775154719,0.7022089102612037
NLD,Netherlands,2017,17.14,4.9,718.41010000000006,429.4,2017-01-01,601.2717,526.9583,0.5977087460212488,0.7022089102612037
AUT,Austria,2017,8.81,5.9,360.335,298.3,2017-01-01,191.0091,177.5949,0.8278407592934354,0.7022089102612037
POL,Poland,2017,37.96,5.2,456.0235,249.2,2017-01-01,248.5136,233.5727,0.5464630660481312,0.7022089102612037
PRT,Portugal,2017,10.31,9.9,190.8794,245.2,2017-01-01,79.63312,78.17003,1.2845807352705425,0.7022089102612037
ROM,Romania,2017,19.58,5.4,178.3123,70.03,2017-01-01,77.56367,80.99191,0.3927379098357208,0.7022089102612037
SVN,Slovenia,2017,2.07,7.2,41.70708,32.43,2017-01-01,34.19949,30.32594,0.77756582335661,0.7022089102612037
SVK,Slovakia,2017,5.43,8.6,84.03853,43.32,2017-01-01,81.8675,79.1965,0.5154778409379602,0.7022089102612037
FIN,Finland,2017,5.52,8.6,217.9116,142.7,2017-01-01,80.80318,84.3476,0.6548527017377689,0.7022089102612037
SWE,Sweden,2017,10.06,6.6,480.0698,187.8,2017-01-01,221.1545,196.3698,0.391193114001339,0.7022089102612037
GBR,United Kingdom,2017,66.05,5,2357.425,2089.3,2017-01-01,692.2036,743.1786,0.8862636139007604,0.7022089102612037
